charger_id,station_id,station_type,charger_type,power_kw,connector_type,availability_rate
ST0088-C02,ST0088,Transit_Public,DC_Fast,60,CCS2,0.9727
ST0088-C03,ST0088,Transit_Public,DC_Fast,50,CCS2,0.9675
ST0088-C04,ST0088,Transit_Public,AC,7,Type2,0.9638
ST0088-C05,ST0088,Transit_Public,DC_Ultra,120,CCS2,0.9682
ST0088-C06,ST0088,Transit_Public,DC_Ultra,180,CCS2,0.9612
ST0088-C07,ST0088,Transit_Public,AC,22,Type2,0.9549
ST0088-C08,ST0088,Transit_Public,AC,11,Type2,0.9751
ST0088-C09,ST0088,Transit_Public,AC,11,Type2,0.9606
ST0088-C10,ST0088,Transit_Public,DC_Ultra,150,CCS2,0.9663
ST0088-C11,ST0088,Transit_Public,AC,7,Type2,0.9381
ST0089-C01,ST0089,Office_Commercial,AC,7,Type2,0.9776
ST0089-C02,ST0089,Office_Commercial,DC_Fast,30,CCS2,0.9716
ST0089-C03,ST0089,Office_Commercial,DC_Fast,60,CCS2,0.995
ST0089-C04,ST0089,Office_Commercial,AC,7,Type2,0.9839
ST0089-C05,ST0089,Office_Commercial,DC_Fast,30,CCS2,0.9873
ST0089-C06,ST0089,Office_Commercial,DC_Fast,60,CCS2,0.9591
ST0090-C01,ST0090,Office_Commercial,AC,11,Type2,0.9892
ST0090-C02,ST0090,Office_Commercial,DC_Fast,60,CCS2,0.9837
ST0090-C03,ST0090,Office_Commercial,DC_Ultra,180,CCS2,0.9745
ST0090-C04,ST0090,Office_Commercial,AC,7,Type2,0.9852
ST0090-C05,ST0090,Office_Commercial,AC,7,Type2,0.9937
ST0090-C06,ST0090,Office_Commercial,AC,22,Type2,0.995
ST0091-C01,ST0091,Residential,DC_Ultra,120,CCS2,0.9896
ST0091-C02,ST0091,Residential,AC,7,Type2,0.9877
ST0091-C03,ST0091,Residential,AC,22,Type2,0.9945
ST0091-C04,ST0091,Residential,AC,22,Type2,0.9908
ST0091-C05,ST0091,Residential,AC,22,Type2,0.9883
ST0091-C06,ST0091,Residential,AC,22,Type2,0.9782
ST0091-C07,ST0091,Residential,AC,11,Type2,0.995
ST0091-C08,ST0091,Residential,AC,22,Type2,0.9776
ST0091-C09,ST0091,Residential,DC_Fast,50,CCS2,0.995
ST0091-C10,ST0091,Residential,AC,22,Type2,0.9748
ST0092-C01,ST0092,Mall_Retail,AC,11,Type2,0.9203
ST0092-C02,ST0092,Mall_Retail,AC,11,Type2,0.9219
ST0092-C03,ST0092,Mall_Retail,DC_Fast,60,CCS2,0.9277
ST0092-C04,ST0092,Mall_Retail,DC_Fast,60,CCS2,0.9186
ST0092-C05,ST0092,Mall_Retail,DC_Fast,30,CCS2,0.9278
ST0092-C06,ST0092,Mall_Retail,AC,11,Type2,0.9065
ST0093-C01,ST0093,Office_Commercial,DC_Fast,50,CCS2,0.971
ST0093-C02,ST0093,Office_Commercial,AC,11,Type2,0.9819
ST0093-C03,ST0093,Office_Commercial,DC_Fast,60,CCS2,0.9621
ST0093-C04,ST0093,Office_Commercial,AC,11,Type2,0.9894
ST0093-C05,ST0093,Office_Commercial,DC_Fast,30,CCS2,0.9778
ST0093-C06,ST0093,Office_Commercial,DC_Fast,30,CCS2,0.9939
ST0094-C01,ST0094,Office_Commercial,DC_Ultra,150,CCS2,0.9767
ST0094-C02,ST0094,Office_Commercial,DC_Fast,60,CCS2,0.9693
ST0094-C03,ST0094,Office_Commercial,AC,11,Type2,0.9609
ST0094-C04,ST0094,Office_Commercial,AC,7,Type2,0.9753
ST0094-C05,ST0094,Office_Commercial,AC,11,Type2,0.9657
ST0094-C06,ST0094,Office_Commercial,DC_Fast,50,CCS2,0.9749
ST0094-C07,ST0094,Office_Commercial,AC,22,Type2,0.9644
ST0094-C08,ST0094,Office_Commercial,DC_Fast,30,CCS2,0.973
ST0094-C09,ST0094,Office_Commercial,DC_Fast,60,CCS2,0.9654
ST0094-C10,ST0094,Office_Commercial,AC,11,Type2,0.9767
ST0094-C11,ST0094,Office_Commercial,DC_Fast,50,CCS2,0.954
ST0094-C12,ST0094,Office_Commercial,DC_Ultra,120,CCS2,0.9586
ST0095-C01,ST0095,Hotel,DC_Fast,50,CCS2,0.9836
ST0095-C02,ST0095,Hotel,AC,22,Type2,0.98
ST0095-C03,ST0095,Hotel,AC,22,Type2,0.9882
ST0095-C04,ST0095,Hotel,AC,22,Type2,0.9838
ST0095-C05,ST0095,Hotel,AC,11,Type2,0.9852
ST0095-C06,ST0095,Hotel,AC,22,Type2,0.9813
ST0095-C07,ST0095,Hotel,DC_Fast,60,CCS2,0.9765
ST0096-C01,ST0096,Highway,DC_Ultra,150,CCS2,0.9839
ST0096-C02,ST0096,Highway,DC_Fast,50,CCS2,0.995
ST0096-C03,ST0096,Highway,AC,11,Type2,0.9725
ST0096-C04,ST0096,Highway,DC_Fast,50,CCS2,0.995
ST0096-C05,ST0096,Highway,DC_Fast,30,CCS2,0.992
ST0096-C06,ST0096,Highway,DC_Fast,50,CCS2,0.9939
ST0096-C07,ST0096,Highway,DC_Fast,50,CCS2,0.995
ST0096-C08,ST0096,Highway,DC_Fast,60,CCS2,0.9929
ST0096-C09,ST0096,Highway,DC_Fast,50,CCS2,0.9875
ST0096-C10,ST0096,Highway,DC_Fast,30,CCS2,0.995
ST0096-C11,ST0096,Highway,DC_Ultra,150,CCS2,0.995
ST0096-C12,ST0096,Highway,DC_Fast,30,CCS2,0.9853
ST0097-C01,ST0097,Transit_Public,DC_Fast,60,CCS2,0.9871
ST0097-C02,ST0097,Transit_Public,DC_Ultra,120,CCS2,0.9714
ST0097-C03,ST0097,Transit_Public,DC_Fast,50,CCS2,0.9807
ST0097-C04,ST0097,Transit_Public,DC_Fast,30,CCS2,0.9812
ST0097-C05,ST0097,Transit_Public,DC_Fast,50,CCS2,0.974
ST0097-C06,ST0097,Transit_Public,DC_Ultra,180,CCS2,0.9706
ST0097-C07,ST0097,Transit_Public,AC,7,Type2,0.965
ST0097-C08,ST0097,Transit_Public,DC_Ultra,180,CCS2,0.959
ST0097-C09,ST0097,Transit_Public,AC,11,Type2,0.977
ST0098-C01,ST0098,Residential,DC_Ultra,150,CCS2,0.942
ST0098-C02,ST0098,Residential,AC,22,Type2,0.9425
ST0098-C03,ST0098,Residential,DC_Fast,60,CCS2,0.9524
ST0098-C04,ST0098,Residential,AC,11,Type2,0.959
ST0098-C05,ST0098,Residential,DC_Fast,50,CCS2,0.9391
ST0098-C06,ST0098,Residential,AC,7,Type2,0.9674
ST0098-C07,ST0098,Residential,AC,22,Type2,0.9588
ST0099-C01,ST0099,Hotel,DC_Fast,50,CCS2,0.9801
ST0099-C02,ST0099,Hotel,DC_Ultra,120,CCS2,0.9737
ST0099-C03,ST0099,Hotel,AC,22,Type2,0.9613
ST0099-C04,ST0099,Hotel,DC_Ultra,150,CCS2,0.9554
ST0099-C05,ST0099,Hotel,DC_Fast,50,CCS2,0.972
ST0099-C06,ST0099,Hotel,AC,22,Type2,0.954
ST0099-C07,ST0099,Hotel,DC_Fast,60,CCS2,0.9612
ST0099-C08,ST0099,Hotel,AC,11,Type2,0.9656
ST0100-C01,ST0100,Highway,DC_Fast,60,CCS2,0.9318
ST0100-C02,ST0100,Highway,DC_Ultra,150,CCS2,0.9546
ST0100-C03,ST0100,Highway,DC_Ultra,150,CCS2,0.9294
ST0100-C04,ST0100,Highway,DC_Ultra,120,CCS2,0.9403
ST0100-C05,ST0100,Highway,DC_Ultra,180,CCS2,0.944
ST0100-C06,ST0100,Highway,DC_Ultra,150,CCS2,0.9541
ST0100-C07,ST0100,Highway,DC_Ultra,150,CCS2,0.9368
ST0100-C08,ST0100,Highway,DC_Fast,60,CCS2,0.9513
ST0101-C01,ST0101,Transit_Public,DC_Fast,50,CCS2,0.9621
ST0101-C02,ST0101,Transit_Public,DC_Fast,60,CCS2,0.9693
ST0101-C03,ST0101,Transit_Public,DC_Fast,50,CCS2,0.9664
ST0101-C04,ST0101,Transit_Public,DC_Fast,60,CCS2,0.9793
ST0101-C05,ST0101,Transit_Public,DC_Fast,50,CCS2,0.9673
ST0101-C06,ST0101,Transit_Public,DC_Fast,50,CCS2,0.9597
ST0101-C07,ST0101,Transit_Public,DC_Fast,50,CCS2,0.9676
ST0101-C08,ST0101,Transit_Public,DC_Fast,60,CCS2,0.9773
ST0101-C09,ST0101,Transit_Public,DC_Fast,30,CCS2,0.9659
ST0101-C10,ST0101,Transit_Public,DC_Ultra,180,CCS2,0.9629
ST0101-C11,ST0101,Transit_Public,DC_Fast,50,CCS2,0.9669
ST0102-C01,ST0102,Residential,DC_Fast,50,CCS2,0.9647
ST0102-C02,ST0102,Residential,DC_Fast,60,CCS2,0.9733
ST0102-C03,ST0102,Residential,AC,11,Type2,0.9752
ST0102-C04,ST0102,Residential,DC_Fast,30,CCS2,0.9723
ST0102-C05,ST0102,Residential,AC,11,Type2,0.9835
ST0102-C06,ST0102,Residential,AC,11,Type2,0.9743
ST0102-C07,ST0102,Residential,AC,7,Type2,0.9685
ST0102-C08,ST0102,Residential,DC_Ultra,180,CCS2,0.9809
ST0103-C01,ST0103,Residential,AC,7,Type2,0.9726
ST0103-C02,ST0103,Residential,DC_Fast,30,CCS2,0.9716
ST0103-C03,ST0103,Residential,AC,22,Type2,0.9728
ST0103-C04,ST0103,Residential,AC,7,Type2,0.9723
ST0103-C05,ST0103,Residential,AC,7,Type2,0.9669
ST0103-C06,ST0103,Residential,AC,11,Type2,0.9632
ST0104-C01,ST0104,Mall_Retail,AC,22,Type2,0.9625
ST0104-C02,ST0104,Mall_Retail,AC,22,Type2,0.9553
ST0104-C03,ST0104,Mall_Retail,DC_Fast,50,CCS2,0.9544
ST0104-C04,ST0104,Mall_Retail,AC,22,Type2,0.9582
ST0104-C05,ST0104,Mall_Retail,AC,11,Type2,0.958
ST0104-C06,ST0104,Mall_Retail,DC_Fast,60,CCS2,0.953
ST0104-C07,ST0104,Mall_Retail,DC_Fast,50,CCS2,0.9545
ST0104-C08,ST0104,Mall_Retail,AC,22,Type2,0.9537
ST0104-C09,ST0104,Mall_Retail,DC_Ultra,180,CCS2,0.9509
ST0105-C01,ST0105,Fleet,AC,22,Type2,0.972
ST0105-C02,ST0105,Fleet,DC_Ultra,180,CCS2,0.9736
ST0105-C03,ST0105,Fleet,DC_Fast,60,CCS2,0.9649
ST0105-C04,ST0105,Fleet,DC_Fast,60,CCS2,0.9646
ST0105-C05,ST0105,Fleet,DC_Fast,60,CCS2,0.9713
ST0105-C06,ST0105,Fleet,DC_Fast,50,CCS2,0.9718
ST0105-C07,ST0105,Fleet,DC_Fast,50,CCS2,0.9731
ST0105-C08,ST0105,Fleet,DC_Fast,60,CCS2,0.9861
ST0105-C09,ST0105,Fleet,DC_Fast,30,CCS2,0.9802
ST0105-C10,ST0105,Fleet,DC_Fast,30,CCS2,0.9608
ST0105-C11,ST0105,Fleet,DC_Fast,50,CCS2,0.9843
ST0105-C12,ST0105,Fleet,DC_Fast,30,CCS2,0.9712
ST0105-C13,ST0105,Fleet,DC_Fast,30,CCS2,0.981
ST0106-C01,ST0106,Mall_Retail,AC,7,Type2,0.9755
ST0106-C02,ST0106,Mall_Retail,AC,22,Type2,0.9768
ST0106-C03,ST0106,Mall_Retail,DC_Fast,50,CCS2,0.9768
ST0106-C04,ST0106,Mall_Retail,AC,22,Type2,0.9665
ST0106-C05,ST0106,Mall_Retail,DC_Fast,50,CCS2,0.9877
ST0106-C06,ST0106,Mall_Retail,DC_Fast,50,CCS2,0.9888
ST0106-C07,ST0106,Mall_Retail,DC_Ultra,150,CCS2,0.9791
ST0106-C08,ST0106,Mall_Retail,AC,11,Type2,0.9777
ST0106-C09,ST0106,Mall_Retail,DC_Fast,50,CCS2,0.9855
ST0107-C01,ST0107,Office_Commercial,DC_Fast,50,CCS2,0.9437
ST0107-C02,ST0107,Office_Commercial,AC,22,Type2,0.9601
ST0107-C03,ST0107,Office_Commercial,AC,22,Type2,0.942
ST0107-C04,ST0107,Office_Commercial,AC,22,Type2,0.9571
ST0107-C05,ST0107,Office_Commercial,AC,22,Type2,0.9437
ST0107-C06,ST0107,Office_Commercial,DC_Fast,50,CCS2,0.9462
ST0107-C07,ST0107,Office_Commercial,AC,11,Type2,0.9432
ST0107-C08,ST0107,Office_Commercial,AC,11,Type2,0.9561
ST0107-C09,ST0107,Office_Commercial,DC_Fast,50,CCS2,0.9404
ST0107-C10,ST0107,Office_Commercial,AC,22,Type2,0.9492
ST0108-C01,ST0108,Office_Commercial,DC_Fast,50,CCS2,0.9788
ST0108-C02,ST0108,Office_Commercial,DC_Fast,50,CCS2,0.9605
ST0108-C03,ST0108,Office_Commercial,AC,7,Type2,0.9782
ST0108-C04,ST0108,Office_Commercial,AC,7,Type2,0.9729
ST0108-C05,ST0108,Office_Commercial,AC,7,Type2,0.9875
ST0108-C06,ST0108,Office_Commercial,AC,11,Type2,0.9595
ST0108-C07,ST0108,Office_Commercial,AC,22,Type2,0.9655
ST0108-C08,ST0108,Office_Commercial,AC,22,Type2,0.9806
ST0108-C09,ST0108,Office_Commercial,DC_Fast,50,CCS2,0.9767
ST0108-C10,ST0108,Office_Commercial,AC,11,Type2,0.9772
ST0108-C11,ST0108,Office_Commercial,AC,7,Type2,0.9824
ST0108-C12,ST0108,Office_Commercial,AC,11,Type2,0.9715
ST0109-C01,ST0109,Hotel,DC_Ultra,150,CCS2,0.9743
ST0109-C02,ST0109,Hotel,AC,7,Type2,0.9864
ST0109-C03,ST0109,Hotel,DC_Ultra,120,CCS2,0.9689
ST0109-C04,ST0109,Hotel,DC_Fast,60,CCS2,0.975
ST0109-C05,ST0109,Hotel,DC_Fast,30,CCS2,0.9728
ST0109-C06,ST0109,Hotel,AC,7,Type2,0.9638
ST0109-C07,ST0109,Hotel,AC,22,Type2,0.9692
ST0109-C08,ST0109,Hotel,DC_Fast,50,CCS2,0.9668
ST0110-C01,ST0110,Mall_Retail,DC_Fast,60,CCS2,0.9433
ST0110-C02,ST0110,Mall_Retail,AC,22,Type2,0.9472
ST0110-C03,ST0110,Mall_Retail,DC_Fast,50,CCS2,0.9563
ST0110-C04,ST0110,Mall_Retail,DC_Ultra,150,CCS2,0.9599
ST0110-C05,ST0110,Mall_Retail,DC_Fast,60,CCS2,0.9539
ST0110-C06,ST0110,Mall_Retail,DC_Fast,30,CCS2,0.958
ST0110-C07,ST0110,Mall_Retail,AC,7,Type2,0.9507
ST0110-C08,ST0110,Mall_Retail,AC,11,Type2,0.9474
ST0110-C09,ST0110,Mall_Retail,AC,7,Type2,0.9531
ST0110-C10,ST0110,Mall_Retail,AC,7,Type2,0.9488
ST0111-C01,ST0111,Transit_Public,DC_Fast,30,CCS2,0.9692
ST0111-C02,ST0111,Transit_Public,DC_Ultra,150,CCS2,0.9738
ST0111-C03,ST0111,Transit_Public,AC,22,Type2,0.9737
ST0111-C04,ST0111,Transit_Public,DC_Fast,60,CCS2,0.9779
ST0111-C05,ST0111,Transit_Public,DC_Fast,60,CCS2,0.9886
ST0111-C06,ST0111,Transit_Public,DC_Fast,60,CCS2,0.9556
ST0111-C07,ST0111,Transit_Public,DC_Fast,50,CCS2,0.9891
ST0111-C08,ST0111,Transit_Public,DC_Fast,50,CCS2,0.9881
ST0111-C09,ST0111,Transit_Public,DC_Fast,50,CCS2,0.9808
ST0112-C01,ST0112,Hotel,AC,11,Type2,0.9842
ST0112-C02,ST0112,Hotel,AC,22,Type2,0.989
ST0112-C03,ST0112,Hotel,DC_Fast,60,CCS2,0.995
ST0112-C04,ST0112,Hotel,DC_Fast,60,CCS2,0.989
ST0112-C05,ST0112,Hotel,DC_Fast,50,CCS2,0.9809
ST0112-C06,ST0112,Hotel,AC,7,Type2,0.9918
ST0112-C07,ST0112,Hotel,AC,11,Type2,0.995
ST0113-C01,ST0113,Highway,AC,22,Type2,0.9466
ST0113-C02,ST0113,Highway,DC_Ultra,150,CCS2,0.9678
ST0113-C03,ST0113,Highway,DC_Fast,30,CCS2,0.9651
ST0113-C04,ST0113,Highway,DC_Ultra,180,CCS2,0.9534
ST0113-C05,ST0113,Highway,DC_Ultra,150,CCS2,0.966
ST0113-C06,ST0113,Highway,DC_Ultra,120,CCS2,0.9638
ST0113-C07,ST0113,Highway,DC_Fast,50,CCS2,0.9749
ST0113-C08,ST0113,Highway,DC_Ultra,150,CCS2,0.9799
ST0113-C09,ST0113,Highway,DC_Ultra,120,CCS2,0.9718
ST0113-C10,ST0113,Highway,AC,11,Type2,0.9634
ST0113-C11,ST0113,Highway,DC_Fast,60,CCS2,0.9646
ST0113-C12,ST0113,Highway,DC_Fast,50,CCS2,0.9573
ST0113-C13,ST0113,Highway,DC_Fast,50,CCS2,0.9587
ST0114-C01,ST0114,Mall_Retail,AC,7,Type2,0.9561
ST0114-C02,ST0114,Mall_Retail,DC_Ultra,150,CCS2,0.9545
ST0114-C03,ST0114,Mall_Retail,AC,11,Type2,0.9564
ST0114-C04,ST0114,Mall_Retail,DC_Fast,60,CCS2,0.9625
ST0114-C05,ST0114,Mall_Retail,DC_Fast,50,CCS2,0.9373
ST0114-C06,ST0114,Mall_Retail,DC_Fast,30,CCS2,0.962
ST0114-C07,ST0114,Mall_Retail,DC_Fast,50,CCS2,0.9407
ST0114-C08,ST0114,Mall_Retail,DC_Fast,60,CCS2,0.9489
ST0115-C01,ST0115,Office_Commercial,DC_Fast,50,CCS2,0.9664
ST0115-C02,ST0115,Office_Commercial,DC_Fast,30,CCS2,0.9577
ST0115-C03,ST0115,Office_Commercial,DC_Ultra,180,CCS2,0.9614
ST0115-C04,ST0115,Office_Commercial,AC,11,Type2,0.956
ST0115-C05,ST0115,Office_Commercial,DC_Fast,50,CCS2,0.969
ST0115-C06,ST0115,Office_Commercial,DC_Fast,60,CCS2,0.9441
ST0116-C01,ST0116,Residential,DC_Ultra,180,CCS2,0.9469
ST0116-C02,ST0116,Residential,AC,11,Type2,0.9493
ST0116-C03,ST0116,Residential,AC,11,Type2,0.9476
ST0116-C04,ST0116,Residential,AC,7,Type2,0.9486
ST0116-C05,ST0116,Residential,AC,11,Type2,0.9439
ST0116-C06,ST0116,Residential,AC,22,Type2,0.9441
ST0116-C07,ST0116,Residential,AC,11,Type2,0.9437
ST0116-C08,ST0116,Residential,DC_Ultra,120,CCS2,0.9408
ST0116-C09,ST0116,Residential,AC,7,Type2,0.9417
ST0117-C01,ST0117,Highway,DC_Fast,60,CCS2,0.9713
ST0117-C02,ST0117,Highway,DC_Fast,30,CCS2,0.9861
ST0117-C03,ST0117,Highway,DC_Fast,60,CCS2,0.995
ST0117-C04,ST0117,Highway,DC_Fast,30,CCS2,0.9744
ST0117-C05,ST0117,Highway,DC_Fast,50,CCS2,0.9788
ST0117-C06,ST0117,Highway,DC_Fast,30,CCS2,0.9933
ST0117-C07,ST0117,Highway,DC_Fast,30,CCS2,0.9836
ST0117-C08,ST0117,Highway,DC_Fast,50,CCS2,0.9641
ST0117-C09,ST0117,Highway,DC_Ultra,150,CCS2,0.9868
ST0117-C10,ST0117,Highway,DC_Ultra,120,CCS2,0.9766
ST0117-C11,ST0117,Highway,DC_Fast,50,CCS2,0.9666
ST0118-C01,ST0118,Office_Commercial,AC,11,Type2,0.9643
ST0118-C02,ST0118,Office_Commercial,AC,22,Type2,0.9748
ST0118-C03,ST0118,Office_Commercial,AC,22,Type2,0.9835
ST0118-C04,ST0118,Office_Commercial,AC,22,Type2,0.9811
ST0118-C05,ST0118,Office_Commercial,AC,7,Type2,0.9882
ST0118-C06,ST0118,Office_Commercial,DC_Ultra,150,CCS2,0.9842
ST0119-C01,ST0119,Mall_Retail,DC_Fast,50,CCS2,0.9734
ST0119-C02,ST0119,Mall_Retail,DC_Fast,50,CCS2,0.9801
ST0119-C03,ST0119,Mall_Retail,DC_Ultra,150,CCS2,0.9637
ST0119-C04,ST0119,Mall_Retail,DC_Fast,30,CCS2,0.9759
ST0119-C05,ST0119,Mall_Retail,AC,7,Type2,0.9869
ST0119-C06,ST0119,Mall_Retail,DC_Ultra,180,CCS2,0.9763
ST0120-C01,ST0120,Hotel,AC,11,Type2,0.9682
ST0120-C02,ST0120,Hotel,AC,7,Type2,0.9683
ST0120-C03,ST0120,Hotel,AC,22,Type2,0.9671
ST0120-C04,ST0120,Hotel,DC_Fast,60,CCS2,0.9668
ST0120-C05,ST0120,Hotel,DC_Fast,60,CCS2,0.9584
ST0120-C06,ST0120,Hotel,DC_Fast,30,CCS2,0.9588
ST0120-C07,ST0120,Hotel,AC,7,Type2,0.9548
ST0121-C01,ST0121,Hotel,AC,22,Type2,0.9887
ST0121-C02,ST0121,Hotel,DC_Fast,30,CCS2,0.995
ST0121-C03,ST0121,Hotel,DC_Fast,50,CCS2,0.995
ST0121-C04,ST0121,Hotel,DC_Fast,60,CCS2,0.9941
ST0121-C05,ST0121,Hotel,AC,22,Type2,0.995
ST0122-C01,ST0122,Highway,DC_Ultra,120,CCS2,0.9701
ST0122-C02,ST0122,Highway,DC_Ultra,150,CCS2,0.9711
ST0122-C03,ST0122,Highway,DC_Fast,50,CCS2,0.9684
ST0122-C04,ST0122,Highway,DC_Fast,50,CCS2,0.9607
ST0122-C05,ST0122,Highway,DC_Fast,50,CCS2,0.9562
ST0122-C06,ST0122,Highway,DC_Fast,50,CCS2,0.9712
ST0122-C07,ST0122,Highway,DC_Fast,60,CCS2,0.966
ST0122-C08,ST0122,Highway,DC_Fast,50,CCS2,0.9516
ST0122-C09,ST0122,Highway,AC,11,Type2,0.9671
ST0122-C10,ST0122,Highway,DC_Fast,50,CCS2,0.9687
ST0123-C01,ST0123,Mall_Retail,DC_Fast,60,CCS2,0.9382
ST0123-C02,ST0123,Mall_Retail,AC,7,Type2,0.9561
ST0123-C03,ST0123,Mall_Retail,AC,11,Type2,0.9459
ST0123-C04,ST0123,Mall_Retail,DC_Fast,60,CCS2,0.9443
ST0123-C05,ST0123,Mall_Retail,AC,22,Type2,0.9569
ST0123-C06,ST0123,Mall_Retail,AC,11,Type2,0.9564
ST0123-C07,ST0123,Mall_Retail,DC_Fast,30,CCS2,0.9449
ST0123-C08,ST0123,Mall_Retail,AC,7,Type2,0.9502
ST0123-C09,ST0123,Mall_Retail,DC_Fast,30,CCS2,0.9432
ST0123-C10,ST0123,Mall_Retail,AC,11,Type2,0.9471
ST0123-C11,ST0123,Mall_Retail,AC,11,Type2,0.9394
ST0123-C12,ST0123,Mall_Retail,AC,11,Type2,0.9513
ST0124-C01,ST0124,Residential,DC_Fast,60,CCS2,0.9516
ST0124-C02,ST0124,Residential,AC,11,Type2,0.9669
ST0124-C03,ST0124,Residential,AC,22,Type2,0.9576
ST0124-C04,ST0124,Residential,AC,7,Type2,0.9698
ST0124-C05,ST0124,Residential,DC_Ultra,120,CCS2,0.9613
ST0125-C01,ST0125,Fleet,DC_Fast,60,CCS2,0.973
ST0125-C02,ST0125,Fleet,AC,7,Type2,0.9662
ST0125-C03,ST0125,Fleet,DC_Ultra,120,CCS2,0.968
ST0125-C04,ST0125,Fleet,DC_Ultra,150,CCS2,0.9573
ST0125-C05,ST0125,Fleet,DC_Fast,50,CCS2,0.9711
ST0125-C06,ST0125,Fleet,DC_Fast,50,CCS2,0.9733
ST0125-C07,ST0125,Fleet,DC_Fast,50,CCS2,0.9529
ST0125-C08,ST0125,Fleet,AC,22,Type2,0.9611
ST0126-C01,ST0126,Residential,AC,11,Type2,0.9495
ST0126-C02,ST0126,Residential,AC,7,Type2,0.9314
ST0126-C03,ST0126,Residential,AC,11,Type2,0.9509
ST0126-C04,ST0126,Residential,AC,22,Type2,0.9621
ST0126-C05,ST0126,Residential,AC,22,Type2,0.952
ST0126-C06,ST0126,Residential,DC_Fast,30,CCS2,0.9381
ST0126-C07,ST0126,Residential,AC,7,Type2,0.9611
ST0126-C08,ST0126,Residential,AC,11,Type2,0.9473
ST0127-C01,ST0127,Fleet,DC_Fast,50,CCS2,0.9904
ST0127-C02,ST0127,Fleet,DC_Fast,50,CCS2,0.9926
ST0127-C03,ST0127,Fleet,DC_Fast,30,CCS2,0.9932
ST0127-C04,ST0127,Fleet,DC_Fast,30,CCS2,0.9877
ST0127-C05,ST0127,Fleet,DC_Fast,50,CCS2,0.9894
ST0127-C06,ST0127,Fleet,DC_Fast,60,CCS2,0.995
ST0127-C07,ST0127,Fleet,DC_Fast,60,CCS2,0.995
ST0127-C08,ST0127,Fleet,DC_Fast,60,CCS2,0.9923
ST0127-C09,ST0127,Fleet,DC_Fast,50,CCS2,0.9938
ST0127-C10,ST0127,Fleet,DC_Fast,50,CCS2,0.9846
ST0127-C11,ST0127,Fleet,DC_Fast,60,CCS2,0.9934
ST0128-C01,ST0128,Office_Commercial,AC,22,Type2,0.9627
ST0128-C02,ST0128,Office_Commercial,AC,7,Type2,0.954
ST0128-C03,ST0128,Office_Commercial,DC_Fast,50,CCS2,0.9627
ST0128-C04,ST0128,Office_Commercial,DC_Ultra,180,CCS2,0.9588
ST0128-C05,ST0128,Office_Commercial,AC,22,Type2,0.957
ST0128-C06,ST0128,Office_Commercial,DC_Fast,60,CCS2,0.9544
ST0129-C01,ST0129,Mall_Retail,AC,7,Type2,0.9642
ST0129-C02,ST0129,Mall_Retail,DC_Fast,60,CCS2,0.9833
ST0129-C03,ST0129,Mall_Retail,AC,22,Type2,0.9835
ST0129-C04,ST0129,Mall_Retail,DC_Fast,50,CCS2,0.9753
ST0129-C05,ST0129,Mall_Retail,AC,11,Type2,0.9786
ST0129-C06,ST0129,Mall_Retail,DC_Fast,50,CCS2,0.9699
ST0129-C07,ST0129,Mall_Retail,AC,22,Type2,0.9806
ST0129-C08,ST0129,Mall_Retail,AC,22,Type2,0.9708
ST0130-C01,ST0130,Mall_Retail,DC_Fast,50,CCS2,0.9743
ST0130-C02,ST0130,Mall_Retail,DC_Ultra,150,CCS2,0.9765
ST0130-C03,ST0130,Mall_Retail,AC,22,Type2,0.9721
ST0130-C04,ST0130,Mall_Retail,AC,22,Type2,0.9623
ST0130-C05,ST0130,Mall_Retail,DC_Fast,50,CCS2,0.974
ST0130-C06,ST0130,Mall_Retail,AC,7,Type2,0.9791
ST0130-C07,ST0130,Mall_Retail,AC,22,Type2,0.9664
ST0130-C08,ST0130,Mall_Retail,AC,22,Type2,0.9759
ST0130-C09,ST0130,Mall_Retail,DC_Fast,60,CCS2,0.9891
ST0130-C10,ST0130,Mall_Retail,AC,22,Type2,0.9735
ST0130-C11,ST0130,Mall_Retail,AC,7,Type2,0.9739
ST0130-C12,ST0130,Mall_Retail,AC,22,Type2,0.9617
ST0131-C01,ST0131,Office_Commercial,AC,22,Type2,0.995
ST0131-C02,ST0131,Office_Commercial,AC,11,Type2,0.995
ST0131-C03,ST0131,Office_Commercial,DC_Ultra,180,CCS2,0.985
ST0131-C04,ST0131,Office_Commercial,AC,22,Type2,0.995
ST0131-C05,ST0131,Office_Commercial,AC,7,Type2,0.9947
ST0131-C06,ST0131,Office_Commercial,DC_Fast,60,CCS2,0.9788
ST0131-C07,ST0131,Office_Commercial,AC,7,Type2,0.9921
ST0131-C08,ST0131,Office_Commercial,DC_Fast,60,CCS2,0.995
ST0131-C09,ST0131,Office_Commercial,AC,11,Type2,0.995
ST0131-C10,ST0131,Office_Commercial,DC_Fast,50,CCS2,0.995
ST0131-C11,ST0131,Office_Commercial,DC_Ultra,120,CCS2,0.9941
ST0132-C01,ST0132,Mall_Retail,DC_Fast,60,CCS2,0.9695
ST0132-C02,ST0132,Mall_Retail,DC_Fast,60,CCS2,0.9796
ST0132-C03,ST0132,Mall_Retail,DC_Fast,60,CCS2,0.9721
ST0132-C04,ST0132,Mall_Retail,DC_Fast,30,CCS2,0.9771
ST0132-C05,ST0132,Mall_Retail,DC_Fast,60,CCS2,0.98
